Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2026/01/08 10:04:59,50,ACC_1412,10,ACC_1101,1954.58,USD,1954.58,USD,ACH,0
2026/02/01 18:28:50,40,ACC_1212,40,ACC_1454,102.97,USD,102.97,USD,ACH,0
2026/02/02 20:13:58,10,ACC_1124,40,ACC_1075,5210.98,USD,5210.98,USD,Credit Card,0
2026/02/18 14:02:36,50,ACC_1090,20,ACC_1412,1785.38,USD,1785.38,USD,Cheque,0
2026/02/10 23:15:34,50,ACC_1233,30,ACC_1068,275.85,USD,275.85,USD,ACH,0
2026/02/06 15:35:36,50,ACC_1313,40,ACC_1418,16.64,USD,16.64,USD,Credit Card,0
2026/01/25 02:24:48,30,ACC_1380,50,ACC_1442,2037.88,USD,2037.88,USD,ACH,0
2026/01/14 20:16:18,20,ACC_1320,30,ACC_1122,1482.52,USD,1482.52,USD,Wire,0
2026/01/28 04:20:11,40,ACC_1163,20,ACC_1458,1576.8,USD,1576.8,USD,Credit Card,0
2026/01/22 02:36:35,10,ACC_1032,20,ACC_1213,1780.26,USD,1780.26,USD,ACH,0
2026/02/09 09:47:11,50,ACC_1199,40,ACC_1464,102.32,USD,102.32,USD,ACH,0
2026/01/19 03:01:35,40,ACC_1003,50,ACC_1483,542.67,USD,542.67,USD,Cash,0
2026/02/15 12:36:42,40,ACC_1409,40,ACC_1308,157.78,USD,157.78,USD,Cheque,0
2026/02/03 23:25:04,40,ACC_1199,20,ACC_1172,2396.24,USD,2396.24,USD,Cash,0
2026/02/16 02:55:34,10,ACC_1273,10,ACC_1013,1181.56,USD,1181.56,USD,ACH,0
2026/01/24 03:18:41,30,ACC_1069,20,ACC_1444,492.18,USD,492.18,USD,ACH,0
2026/02/08 13:46:20,40,ACC_1167,30,ACC_1173,88.8,USD,88.8,USD,Cheque,0
2026/02/07 12:11:58,10,ACC_1240,10,ACC_1009,456.99,USD,456.99,USD,Cheque,0
2026/01/10 23:53:07,20,ACC_1486,20,ACC_1126,481.98,USD,481.98,USD,ACH,0
2026/01/29 11:15:32,30,ACC_1342,30,ACC_1058,1579.45,USD,1579.45,USD,Credit Card,0
2026/02/19 02:36:43,20,ACC_1310,30,ACC_1311,1227.87,USD,1227.87,USD,Cheque,0
2026/02/17 05:23:50,40,ACC_1296,40,ACC_1013,2628.7,USD,2628.7,USD,Credit Card,0
2026/02/05 08:59:20,30,ACC_1038,50,ACC_1304,776.88,USD,776.88,USD,Cheque,0
2026/02/09 14:44:11,30,ACC_1407,10,ACC_1289,162.85,USD,162.85,USD,Cash,0
2026/01/02 05:03:28,10,ACC_1331,40,ACC_1174,1508.95,USD,1508.95,USD,Wire,0
2026/02/12 08:36:22,20,ACC_1325,50,ACC_1457,1726.47,USD,1726.47,USD,Wire,0
2026/02/16 15:01:55,50,ACC_1315,30,ACC_1414,998.66,USD,998.66,USD,Wire,0
2026/02/11 15:10:34,40,ACC_1436,20,ACC_1125,1778.67,USD,1778.67,USD,ACH,0
2026/02/03 19:51:05,30,ACC_1291,20,ACC_1313,826.98,USD,826.98,USD,ACH,0
2026/02/10 07:41:51,50,ACC_1108,30,ACC_1182,897.61,USD,897.61,USD,Cash,0
2026/02/17 11:56:16,40,ACC_1005,40,ACC_1265,679.38,USD,679.38,USD,Cash,0
2026/02/05 09:29:23,40,ACC_1388,10,ACC_1123,40.9,USD,40.9,USD,Cheque,0
2026/01/21 12:36:34,50,ACC_1150,30,ACC_1113,147.0,USD,147.0,USD,ACH,0
2026/01/19 04:05:52,30,ACC_1283,40,ACC_1271,48.32,USD,48.32,USD,Wire,0
2026/01/13 11:51:04,10,ACC_1156,50,ACC_1128,1224.08,USD,1224.08,USD,Credit Card,0
2026/02/07 07:06:09,50,ACC_1098,50,ACC_1111,462.88,USD,462.88,USD,Wire,0
2026/01/11 00:19:38,30,ACC_1051,10,ACC_1427,862.52,USD,862.52,USD,Cash,0
2026/01/03 08:12:25,20,ACC_1064,40,ACC_1141,2867.52,USD,2867.52,USD,Cheque,0
2026/01/30 08:23:05,30,ACC_1446,20,ACC_1006,354.09,USD,354.09,USD,Cheque,0
2026/02/13 05:56:07,40,ACC_1129,40,ACC_1482,643.94,USD,643.94,USD,Cheque,0
2026/02/04 11:54:19,50,ACC_1295,30,ACC_1323,1700.5,USD,1700.5,USD,Cheque,0
2026/01/29 11:19:53,50,ACC_1127,20,ACC_1060,321.77,USD,321.77,USD,Cash,0
2026/02/15 20:07:55,40,ACC_1194,30,ACC_1231,106.13,USD,106.13,USD,Cash,0
2026/02/01 10:40:13,20,ACC_1317,20,ACC_1030,420.57,USD,420.57,USD,Wire,0
2026/01/09 02:03:10,20,ACC_1338,10,ACC_1041,220.97,USD,220.97,USD,ACH,0
2026/01/31 01:36:38,30,ACC_1230,30,ACC_1353,3195.94,USD,3195.94,USD,ACH,0
2026/01/13 00:57:20,50,ACC_1036,20,ACC_1352,1991.06,USD,1991.06,USD,ACH,0
2026/01/12 10:44:33,20,ACC_1058,10,ACC_1279,1214.19,USD,1214.19,USD,Cheque,0
2026/01/17 09:00:39,30,ACC_1084,40,ACC_1406,2471.82,USD,2471.82,USD,Cheque,0
2026/01/16 17:12:05,50,ACC_1239,40,ACC_1353,1963.56,USD,1963.56,USD,ACH,0
2026/01/03 13:37:18,50,ACC_1041,30,ACC_1307,257.79,USD,257.79,USD,Cheque,0
2026/02/18 20:54:36,30,ACC_1046,50,ACC_1118,2686.98,USD,2686.98,USD,Cheque,0
2026/01/10 10:55:11,30,ACC_1390,20,ACC_1387,940.12,USD,940.12,USD,Cash,0
2026/02/10 19:36:00,40,ACC_1223,30,ACC_1326,1986.82,USD,1986.82,USD,Wire,0
2026/02/13 07:43:30,40,ACC_1343,30,ACC_1053,2727.09,USD,2727.09,USD,ACH,0
2026/01/29 02:12:17,30,ACC_1416,30,ACC_1389,469.28,USD,469.28,USD,Cheque,0
2026/01/21 21:52:36,50,ACC_1496,40,ACC_1395,149.91,USD,149.91,USD,ACH,0
2026/01/27 17:56:09,40,ACC_1027,10,ACC_1097,320.42,USD,320.42,USD,Credit Card,0
2026/01/07 22:41:53,40,ACC_1136,10,ACC_1282,678.47,USD,678.47,USD,Cheque,0
2026/01/31 18:23:55,30,ACC_1498,50,ACC_1322,2054.6,USD,2054.6,USD,Cheque,0
2026/01/05 19:20:10,20,ACC_1282,40,ACC_1208,2375.61,USD,2375.61,USD,Wire,0
2026/01/15 07:36:50,40,ACC_1260,50,ACC_1362,18.37,USD,18.37,USD,Credit Card,0
2026/02/16 19:02:26,20,ACC_1196,10,ACC_1097,867.85,USD,867.85,USD,Wire,0
2026/02/13 04:17:31,50,ACC_1395,30,ACC_1405,658.33,USD,658.33,USD,Cheque,0
2026/01/16 16:53:43,40,ACC_1144,20,ACC_1372,311.4,USD,311.4,USD,ACH,0
2026/01/18 23:57:29,40,ACC_1275,40,ACC_1247,163.22,USD,163.22,USD,Wire,0
2026/02/19 08:32:10,20,ACC_1445,40,ACC_1096,504.29,USD,504.29,USD,Cheque,0
2026/01/25 03:58:59,20,ACC_1162,40,ACC_1382,3445.75,USD,3445.75,USD,Cheque,0
2026/02/18 17:20:33,40,ACC_1064,10,ACC_1258,478.46,USD,478.46,USD,Cash,0
2026/01/01 22:51:56,20,ACC_1466,10,ACC_1233,887.74,USD,887.74,USD,ACH,0
2026/01/15 01:46:03,10,ACC_1400,30,ACC_1497,1466.9,USD,1466.9,USD,Cash,0
2026/01/17 18:56:24,40,ACC_1194,50,ACC_1489,552.37,USD,552.37,USD,Cheque,0
2026/01/13 15:41:45,20,ACC_1316,10,ACC_1035,4291.36,USD,4291.36,USD,ACH,0
2026/02/01 19:58:00,30,ACC_1050,10,ACC_1390,3948.41,USD,3948.41,USD,Cheque,0
2026/01/04 06:44:02,20,ACC_1166,20,ACC_1408,358.07,USD,358.07,USD,Cash,0
2026/02/04 07:19:48,10,ACC_1210,50,ACC_1290,835.19,USD,835.19,USD,ACH,0
2026/01/13 19:08:58,40,ACC_1317,30,ACC_1350,439.52,USD,439.52,USD,ACH,0
2026/01/02 02:13:54,50,ACC_1130,20,ACC_1342,412.3,USD,412.3,USD,Cheque,0
2026/01/19 01:00:23,40,ACC_1226,30,ACC_1484,55.1,USD,55.1,USD,ACH,0
2026/01/11 11:58:07,10,ACC_1432,20,ACC_1154,1138.59,USD,1138.59,USD,ACH,0
2026/01/30 16:04:28,40,ACC_1292,30,ACC_1183,848.22,USD,848.22,USD,Cheque,0
2026/02/05 06:01:31,50,ACC_1289,40,ACC_1443,73.42,USD,73.42,USD,Wire,0
2026/01/12 23:23:11,20,ACC_1397,50,ACC_1410,401.95,USD,401.95,USD,Wire,0
2026/02/06 22:50:43,20,ACC_1347,10,ACC_1387,2876.63,USD,2876.63,USD,Cheque,0
2026/01/23 19:23:02,20,ACC_1158,10,ACC_1404,338.63,USD,338.63,USD,Wire,0
2026/01/22 00:45:03,50,ACC_1167,30,ACC_1383,197.84,USD,197.84,USD,Cash,0
2026/01/14 20:18:56,40,ACC_1256,30,ACC_1468,816.73,USD,816.73,USD,Wire,0
2026/01/24 12:09:39,20,ACC_1411,40,ACC_1058,5102.84,USD,5102.84,USD,Cash,0
2026/02/09 13:05:40,10,ACC_1187,40,ACC_1046,342.57,USD,342.57,USD,Wire,0
2026/02/04 09:13:24,30,ACC_1344,10,ACC_1384,1348.19,USD,1348.19,USD,Credit Card,0
2026/02/01 16:48:20,50,ACC_1241,20,ACC_1012,1730.67,USD,1730.67,USD,Cheque,0
2026/01/25 03:26:56,40,ACC_1325,10,ACC_1422,335.6,USD,335.6,USD,Credit Card,0
2026/01/03 11:46:22,20,ACC_1023,50,ACC_1485,1573.3,USD,1573.3,USD,Credit Card,0
2026/01/20 12:57:23,40,ACC_1198,50,ACC_1233,560.23,USD,560.23,USD,Credit Card,0
2026/02/03 09:33:48,30,ACC_1453,10,ACC_1212,1210.6,USD,1210.6,USD,Wire,0
2026/01/23 13:32:29,10,ACC_1111,30,ACC_1228,1214.61,USD,1214.61,USD,Cash,0
2026/01/19 10:41:42,10,ACC_1461,40,ACC_1330,930.86,USD,930.86,USD,Cheque,0
2026/02/02 21:03:46,30,ACC_1339,20,ACC_1108,123.55,USD,123.55,USD,Credit Card,0
2026/01/11 23:28:25,20,ACC_1402,20,ACC_1289,2174.37,USD,2174.37,USD,Wire,0
2026/02/10 05:22:38,20,ACC_1396,20,ACC_1075,474.17,USD,474.17,USD,Cash,0
2026/01/10 15:18:48,20,ACC_1128,10,ACC_1409,257.72,USD,257.72,USD,Wire,0
2026/01/13 07:32:15,30,ACC_1404,10,ACC_1403,59.96,USD,59.96,USD,Credit Card,0
2026/01/28 06:22:39,40,ACC_1379,30,ACC_1215,1082.53,USD,1082.53,USD,Cash,0
2026/01/23 22:03:25,50,ACC_1303,30,ACC_1055,1368.22,USD,1368.22,USD,ACH,0
2026/01/03 05:17:15,40,ACC_1329,10,ACC_1494,30.07,USD,30.07,USD,ACH,0
2026/01/23 06:37:07,20,ACC_1364,10,ACC_1466,871.16,USD,871.16,USD,Credit Card,0
2026/02/02 09:26:51,40,ACC_1140,50,ACC_1320,318.19,USD,318.19,USD,Cash,0
2026/01/26 19:46:30,10,ACC_1150,50,ACC_1233,1253.35,USD,1253.35,USD,Credit Card,0
2026/02/14 23:04:25,40,ACC_1220,40,ACC_1232,239.93,USD,239.93,USD,ACH,0
2026/01/17 01:45:44,30,ACC_1373,20,ACC_1048,1419.06,USD,1419.06,USD,ACH,0
2026/02/11 16:34:40,30,ACC_1034,20,ACC_1047,596.75,USD,596.75,USD,Cash,0
2026/02/18 13:18:40,10,ACC_1030,40,ACC_1301,3322.41,USD,3322.41,USD,Wire,0
2026/02/17 15:17:19,10,ACC_1447,30,ACC_1340,187.53,USD,187.53,USD,Cash,0
2026/01/06 20:32:23,40,ACC_1159,20,ACC_1181,510.56,USD,510.56,USD,Cheque,0
2026/01/28 23:19:23,50,ACC_1179,20,ACC_1433,154.53,USD,154.53,USD,ACH,0
2026/02/19 13:07:04,50,ACC_1432,10,ACC_1287,3113.43,USD,3113.43,USD,Cash,0
2026/02/11 19:22:21,30,ACC_1475,30,ACC_1336,2528.0,USD,2528.0,USD,Wire,0
2026/01/10 06:17:54,40,ACC_1179,10,ACC_1003,367.99,USD,367.99,USD,Credit Card,0
2026/02/18 16:57:53,20,ACC_1379,40,ACC_1324,1304.52,USD,1304.52,USD,ACH,0
2026/01/09 06:39:48,50,ACC_1232,50,ACC_1174,2049.38,USD,2049.38,USD,Cheque,0
2026/01/09 13:45:28,10,ACC_1452,30,ACC_1026,982.16,USD,982.16,USD,ACH,0
2026/01/25 21:13:55,20,ACC_1338,50,ACC_1217,915.14,USD,915.14,USD,Cheque,0
2026/01/07 10:47:40,40,ACC_1176,50,ACC_1221,342.25,USD,342.25,USD,Wire,0
2026/01/21 13:21:57,20,ACC_1023,30,ACC_1113,127.27,USD,127.27,USD,Credit Card,0
2026/02/08 14:19:42,10,ACC_1392,40,ACC_1070,2740.15,USD,2740.15,USD,ACH,0
2026/01/20 22:29:28,50,ACC_1089,30,ACC_1066,2778.13,USD,2778.13,USD,Cheque,0
2026/02/07 15:28:27,10,ACC_1203,30,ACC_1442,1213.2,USD,1213.2,USD,Cash,0
2026/01/22 01:44:44,10,ACC_1219,40,ACC_1294,506.86,USD,506.86,USD,Cheque,0
2026/01/10 09:44:45,30,ACC_1494,10,ACC_1166,525.48,USD,525.48,USD,ACH,0
2026/01/13 22:24:20,10,ACC_1432,40,ACC_1054,1563.36,USD,1563.36,USD,Wire,0
2026/01/12 06:57:43,10,ACC_1381,50,ACC_1173,2738.92,USD,2738.92,USD,Cash,0
2026/02/09 07:15:17,20,ACC_1099,20,ACC_1464,2627.36,USD,2627.36,USD,Cheque,0
2026/01/11 15:53:22,10,ACC_1074,20,ACC_1132,1826.27,USD,1826.27,USD,ACH,0
2026/01/29 22:57:40,50,ACC_1237,50,ACC_1387,1242.77,USD,1242.77,USD,Wire,0
2026/02/01 13:07:43,40,ACC_1442,40,ACC_1498,115.47,USD,115.47,USD,Wire,0
2026/01/31 01:14:17,30,ACC_1407,40,ACC_1140,221.55,USD,221.55,USD,ACH,0
2026/01/19 19:33:47,10,ACC_1019,50,ACC_1030,2755.88,USD,2755.88,USD,Cash,0
2026/01/24 21:06:01,10,ACC_1259,40,ACC_1196,1128.99,USD,1128.99,USD,Cash,0
2026/01/17 17:22:04,10,ACC_1333,40,ACC_1096,21.09,USD,21.09,USD,Cheque,0
2026/02/12 18:56:41,20,ACC_1415,10,ACC_1461,138.4,USD,138.4,USD,Credit Card,0
2026/02/20 05:44:38,20,ACC_1362,30,ACC_1224,1316.99,USD,1316.99,USD,Wire,0
2026/01/20 19:37:37,10,ACC_1469,30,ACC_1144,16.09,USD,16.09,USD,Cheque,0
2026/01/29 09:51:37,50,ACC_1168,20,ACC_1048,220.38,USD,220.38,USD,Wire,0
2026/02/03 15:39:45,40,ACC_1041,20,ACC_1299,964.84,USD,964.84,USD,Cash,0
2026/01/05 23:04:27,30,ACC_1362,20,ACC_1481,1422.78,USD,1422.78,USD,Cash,0
2026/02/04 04:55:51,30,ACC_1047,30,ACC_1331,1276.53,USD,1276.53,USD,Credit Card,0
2026/01/18 17:16:57,20,ACC_1486,20,ACC_1109,314.74,USD,314.74,USD,Cheque,0
2026/02/10 02:34:13,50,ACC_1151,10,ACC_1433,1504.5,USD,1504.5,USD,Wire,0
2026/02/01 17:02:24,20,ACC_1448,20,ACC_1392,334.99,USD,334.99,USD,Cash,0
2026/01/09 20:41:15,30,ACC_1414,20,ACC_1463,482.36,USD,482.36,USD,ACH,0
2026/02/08 05:06:43,20,ACC_1312,30,ACC_1145,1656.83,USD,1656.83,USD,ACH,0
2026/01/11 14:25:37,40,ACC_1462,30,ACC_1427,1268.53,USD,1268.53,USD,ACH,0
2026/01/22 04:15:46,50,ACC_1257,20,ACC_1271,2280.35,USD,2280.35,USD,Wire,0
2026/01/25 12:18:30,10,ACC_1026,50,ACC_1329,1296.18,USD,1296.18,USD,Cheque,0
2026/02/08 12:13:21,50,ACC_1145,20,ACC_1042,1018.05,USD,1018.05,USD,ACH,0
2026/02/16 03:32:43,10,ACC_1046,40,ACC_1485,128.03,USD,128.03,USD,Cheque,0
2026/01/20 04:50:36,20,ACC_1202,10,ACC_1258,560.1,USD,560.1,USD,Wire,0
2026/02/12 19:22:31,20,ACC_1476,20,ACC_1050,379.79,USD,379.79,USD,Cheque,0
2026/02/12 10:35:58,40,ACC_1146,40,ACC_1470,345.64,USD,345.64,USD,Cash,0
2026/01/05 07:18:08,20,ACC_1002,50,ACC_1464,4344.77,USD,4344.77,USD,Cash,0
2026/01/06 22:40:46,10,ACC_1270,10,ACC_1216,609.26,USD,609.26,USD,Credit Card,0
2026/02/10 06:44:51,40,ACC_1214,50,ACC_1328,2681.27,USD,2681.27,USD,Cash,0
2026/01/27 02:12:12,30,ACC_1008,40,ACC_1324,1206.8,USD,1206.8,USD,Cheque,0
2026/01/13 13:52:19,10,ACC_1314,50,ACC_1180,1910.59,USD,1910.59,USD,Wire,0
2026/01/28 00:06:48,50,ACC_1034,10,ACC_1489,848.12,USD,848.12,USD,ACH,0
2026/01/03 16:37:44,10,ACC_1447,30,ACC_1240,1042.19,USD,1042.19,USD,Cheque,0
2026/02/07 11:38:34,50,ACC_1176,30,ACC_1123,823.95,USD,823.95,USD,Credit Card,0
2026/01/29 03:24:52,40,ACC_1022,40,ACC_1181,270.66,USD,270.66,USD,Credit Card,0
2026/01/04 17:45:32,20,ACC_1415,10,ACC_1069,1548.11,USD,1548.11,USD,Credit Card,0
2026/01/17 04:15:18,50,ACC_1453,40,ACC_1021,405.49,USD,405.49,USD,Wire,0
2026/02/02 17:39:45,10,ACC_1018,30,ACC_1386,39.54,USD,39.54,USD,Wire,0
2026/01/19 22:24:50,40,ACC_1063,30,ACC_1410,1254.36,USD,1254.36,USD,Credit Card,0
2026/01/26 13:19:32,10,ACC_1254,40,ACC_1355,243.92,USD,243.92,USD,Cheque,0
2026/02/19 23:41:22,30,ACC_1220,10,ACC_1309,3395.3,USD,3395.3,USD,Cheque,0
2026/01/16 09:24:49,40,ACC_1167,20,ACC_1339,3703.07,USD,3703.07,USD,ACH,0
2026/01/03 14:29:01,30,ACC_1179,10,ACC_1229,2966.21,USD,2966.21,USD,Cheque,0
2026/01/22 00:18:55,20,ACC_1343,10,ACC_1326,564.74,USD,564.74,USD,Credit Card,0
2026/02/04 11:44:31,10,ACC_1434,20,ACC_1311,28.69,USD,28.69,USD,Wire,0
2026/02/17 12:59:46,40,ACC_1185,30,ACC_1197,3172.63,USD,3172.63,USD,Wire,0
2026/01/05 00:49:08,40,ACC_1227,30,ACC_1391,680.73,USD,680.73,USD,Wire,0
2026/01/07 15:19:49,50,ACC_1127,40,ACC_1492,4091.01,USD,4091.01,USD,Cash,0
2026/02/09 16:25:39,50,ACC_1060,30,ACC_1135,3986.48,USD,3986.48,USD,ACH,0
2026/01/07 21:20:37,40,ACC_1102,10,ACC_1062,2310.86,USD,2310.86,USD,Wire,0
2026/02/06 05:01:12,30,ACC_1341,20,ACC_1177,428.53,USD,428.53,USD,Credit Card,0
2026/01/26 13:43:14,20,ACC_1406,20,ACC_1185,593.55,USD,593.55,USD,ACH,0
2026/01/29 04:19:23,50,ACC_1013,20,ACC_1185,2295.67,USD,2295.67,USD,Cash,0
2026/01/04 19:39:37,40,ACC_1452,50,ACC_1044,467.38,USD,467.38,USD,ACH,0
2026/02/11 06:08:46,10,ACC_1393,40,ACC_1209,232.86,USD,232.86,USD,ACH,0
2026/01/18 23:05:40,20,ACC_1348,20,ACC_1264,986.48,USD,986.48,USD,ACH,0
2026/02/13 13:24:23,30,ACC_1257,20,ACC_1467,3311.55,USD,3311.55,USD,Credit Card,0
2026/02/05 22:45:51,30,ACC_1165,10,ACC_1479,1438.99,USD,1438.99,USD,Wire,0
2026/02/18 03:45:59,30,ACC_1100,50,ACC_1326,1022.93,USD,1022.93,USD,Cash,0
2026/02/02 19:48:14,20,ACC_1047,50,ACC_1258,132.67,USD,132.67,USD,Cash,0
2026/02/16 06:35:51,10,ACC_1172,10,ACC_1432,1155.44,USD,1155.44,USD,Cheque,0
2026/02/08 21:54:49,50,ACC_1485,40,ACC_1328,5542.68,USD,5542.68,USD,Cash,0
2026/01/26 18:13:02,30,ACC_1327,40,ACC_1015,191.1,USD,191.1,USD,Credit Card,0
2026/02/04 15:28:24,10,ACC_1412,20,ACC_1414,886.59,USD,886.59,USD,ACH,0
